# Pathway	4367_Abundance	4368_Abundance	4369_Abundance	4370_Abundance	4371_Abundance	4372_Abundance	4373_Abundance	4374_Abundance	4375_Abundance	4376_Abundance	4377_Abundance	4378_Abundance	4379_Abundance	4380_Abundance	4381_Abundance	4382_Abundance	4383_Abundance	4384_Abundance	4385_Abundance	4386_Abundance	4387_Abundance	4388_Abundance	4389_Abundance	4390_Abundance	4391_Abundance	4392_Abundance	4393_Abundance	4394_Abundance	4395_Abundance	4396_Abundance	4397_Abundance	4398_Abundance	4399_Abundance	4400_Abundance	4401_Abundance	4402_Abundance	4403_Abundance	4404_Abundance	4405_Abundance	4406_Abundance	4408_Abundance	4409_Abundance	4410_Abundance	4412_Abundance	4413_Abundance	4414_Abundance	4416_Abundance	4417_Abundance	4418_Abundance	4419_Abundance	4421_Abundance	4422_Abundance	4423_Abundance	4424_Abundance	4425_Abundance	4426_Abundance	4427_Abundance	4428_Abundance	4429_Abundance	4430_Abundance	4431_Abundance	4432_Abundance	4433_Abundance	4434_Abundance	4435_Abundance	4436_Abundance	4437_Abundance	4438_Abundance
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47479e-05	0	0	0	0	0	1.17926e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7290: Escherichia coli serotype O86 O-antigen biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73417e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56512e-05	0	0	0	1.26032e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7294: xylose degradation IV	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16705e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53596e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21664e-06	2.53579e-07	0	0	0	2.16995e-06	0	9.56088e-07	0	7.39829e-07	1.62272e-07	1.07992e-07	0	4.08971e-07	0	0	0	1.24317e-06	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0	0	9.06135e-05	5.24148e-05	0.000295824	3.11593e-05	0	0	1.89744e-05	0	0	0.000158438	1.5206e-05	4.62539e-05	0	0.000165328	6.33154e-05	3.72063e-06	4.6767e-05	3.30989e-05	5.11369e-07	7.26304e-06	2.27645e-05	1.78614e-05	3.88573e-06	0.000202638	8.4231e-05	0.000217419	1.58158e-06	0	6.57941e-06	0	1.11919e-07	0	0	2.6968e-05	0	9.70497e-06	4.37553e-05	0	0	2.01109e-06	1.67994e-05	0	0.000246555	1.98031e-05	5.95084e-05	2.54049e-05	6.78333e-06	7.4756e-05	0	5.1913e-07	1.3797e-06	3.0419e-06	2.33077e-07	3.83171e-06	3.63641e-06	2.61117e-06	1.07122e-06	1.05868e-06	1.48646e-07	8.58886e-07	0	1.83098e-07	1.20452e-06	1.17645e-06	1.67113e-06	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	1.04689e-07	0	0	0	0	0	0	0	0	0	8.45011e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0	0	2.61491e-05	9.34211e-05	0	7.93373e-05	0	1.76648e-06	1.37524e-05	0	2.83045e-06	0.000105006	2.38455e-05	3.82558e-05	0	6.36589e-05	3.65798e-05	8.44981e-05	2.15583e-05	1.53136e-05	4.99118e-06	1.11479e-05	1.77987e-05	8.93973e-05	1.48024e-05	1.91992e-05	7.37088e-05	5.47715e-05	4.13891e-05	1.26809e-05	2.07014e-05	2.42203e-06	2.13979e-05	0	0	4.83758e-05	2.24574e-05	1.99505e-05	0	0	0	0	7.32121e-05	3.43157e-07	4.72531e-06	3.72671e-05	1.92717e-05	8.68947e-05	4.99938e-05	5.56399e-05	0	5.4827e-08	5.47786e-05	1.24822e-05	1.74451e-05	6.98188e-06	3.57565e-05	1.32531e-05	5.1593e-05	5.17053e-05	5.09835e-05	4.46758e-05	5.20915e-05	1.44864e-05	4.28787e-05	2.77309e-05	2.59009e-06	5.45134e-06
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0	0	3.60353e-05	2.46568e-05	1.96529e-05	0	1.83894e-07	0	1.40247e-05	0	0	4.92384e-05	1.06888e-05	2.31465e-05	0	5.24499e-07	2.96498e-05	2.65985e-06	3.32439e-05	1.60784e-05	1.89368e-06	5.16099e-06	1.23618e-05	9.80937e-06	4.0587e-06	4.24095e-05	4.19524e-05	6.52792e-05	4.49333e-07	0	4.93313e-06	0	0	0	0	1.45674e-05	6.28472e-06	7.22425e-06	3.71927e-06	0	0	0	1.16666e-05	0	7.35518e-06	2.22994e-05	2.36783e-05	2.19427e-05	2.06842e-06	4.59752e-05	0	6.36419e-07	6.8145e-06	2.2046e-06	5.29235e-06	3.76215e-07	3.18026e-06	3.15701e-06	1.49718e-06	4.66831e-06	5.4461e-06	4.63812e-06	4.07693e-06	1.27443e-06	4.59526e-06	4.51681e-06	1.61851e-06	7.34122e-07
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0	0	0	0	0	1.98242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29745e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01182e-06	0	0	0	0	0	0	0	0	0	0	5.0055e-05	0	0	0	0	0	3.49236e-05	0	0	2.8606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.00124181	3.20933e-05	0.000172989	0.000292406	0.000204456	0.000196333	8.30261e-05	0.00023364	0.000207015	0.000354385	0.000110305	0.000175163	0.000214349	0.000257632	8.05055e-05	0.000235034	0.000221835	0.000417404	0.000172438	0.000878197	0.000399129	0.000734764	0.000472036	0.00045185	0.000721028	0.000164825	0.000413283	0.000189413	0.000123841	0.00030326	0.000529201	3.37222e-05	0.00031239	0.000325739	0	0.000250601	0.000459731	0.000490448	0.000224852	0	7.9566e-05	0.00255083	0.000458599	0.000423581	0.000166245	0.000275523	0.00015134	0.000319787	0.000363961	0.000112446	9.00779e-05	0.000375378	0.000498953	0.00044439	0.000496592	0.000690029	0.000501669	0.000440304	0.00041727	0.000415338	0.000524833	0.000572482	0.000555341	0.000413653	0.000344423	0.000395279	0.000254845	0.000562936
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0	0	0	0	0	1.08929e-06	0	0	0	0	0	0	1.07363e-06	0	0	0	0	0	0	0.000602973	7.79281e-07	8.44203e-05	0.000182679	0	0.000156479	0	0	1.92169e-07	1.33367e-06	0	9.28893e-05	0	0	0	0	0	1.60636e-05	2.95558e-05	0	0	0	0	0	0	0	0	0	9.99584e-06	3.07428e-06	0	0	0	5.73908e-05	1.04986e-07	4.46582e-05	9.37141e-05	2.73667e-05	2.73895e-07	3.27232e-05	3.55193e-05	3.1664e-05	6.93995e-05	9.33337e-05	1.18629e-06	3.92102e-06	9.91748e-07	7.15271e-07	9.5203e-05
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88781e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	5.15716e-06	0	1.57522e-05	2.53936e-05	2.34802e-06	1.59054e-05	1.28999e-05	0	4.59295e-06	0	1.7458e-06	1.46536e-06	5.10787e-05	1.05712e-05	0	1.48962e-06	2.7444e-05	8.10303e-06	4.21512e-05	3.46294e-06	9.60955e-06	1.203e-05	6.93265e-06	9.70652e-06	3.22213e-05	0	2.40631e-06	0	1.30593e-05	7.0327e-05	7.33862e-05	7.02872e-06	5.86263e-05	0	0	5.45088e-05	9.08785e-05	1.96265e-05	6.56293e-07	0	3.62175e-06	0	1.4954e-05	9.73153e-07	3.33297e-06	1.64822e-05	2.19463e-05	9.82577e-06	5.56893e-05	1.41788e-06	0	0	0.000218003	6.84287e-05	9.82986e-05	0.000147243	8.24326e-05	5.89141e-05	9.31196e-05	9.62499e-05	6.72888e-05	4.02779e-05	7.55284e-05	7.65973e-05	6.04678e-05	9.53224e-05	0.000113801	4.90963e-05
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45194e-06	0	0	0	0	0	5.65359e-07	1.50429e-06	0	0	0	2.82806e-06	0	0
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31047e-05	0	0	0	0	0	2.6164e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	1.32133e-05	0	5.3523e-05	5.10284e-05	0.00012177	0.000113548	2.75503e-06	0	0.00020459	0.000288012	0.000234915	0.000138793	4.74212e-05	6.02428e-05	8.98524e-05	0.000228518	4.39962e-05	9.35245e-06	4.07701e-05	2.85612e-05	7.81313e-07	1.574e-05	1.90925e-05	9.25691e-05	1.0231e-05	0.000114921	7.71238e-05	0.000144243	8.64202e-05	5.91693e-06	1.60119e-05	4.5085e-06	0	4.75235e-05	5.27426e-05	1.90756e-05	8.80004e-06	1.04005e-05	0.000172304	0	7.278e-05	2.34242e-06	1.92752e-05	3.59261e-05	0.000139557	4.95173e-05	5.08395e-05	0.000168049	6.49427e-05	0.000132753	0	0.000324682	6.11738e-06	1.00925e-05	2.19626e-05	6.9053e-06	6.99761e-06	9.96618e-06	8.58774e-06	9.20052e-06	5.34993e-06	3.95442e-06	1.92278e-05	1.36463e-06	7.9738e-06	6.01499e-06	2.29558e-06	1.83113e-06
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36495e-06	0	0	0	0	0	9.41014e-07	2.43198e-06	0	0	0	3.98472e-06	0	0
PWY-7391: isoprene biosynthesis II (engineered)	0	0	0	0	0	0	7.76396e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5511e-06	0	0	0	0	0	1.3283e-05	0	4.3721e-06	0	0	0	0	3.02415e-06	0	0	0	2.99944e-06	0	0	0	0	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	1.87006e-06	0	0	6.9071e-05	0	2.82998e-05	0	0	0.000109644	4.5785e-06	3.36132e-07	5.58399e-07	3.35515e-05	1.37276e-05	0	2.22007e-06	0	6.4574e-06	5.95324e-05	0	0	2.1289e-05	2.53932e-05	3.31392e-05	9.27374e-06	2.1237e-06	6.75764e-06	0	2.35035e-06	0	1.16112e-05	0	0	2.78043e-06	0	2.14919e-05	0	1.67444e-05	4.59441e-06	0	1.67986e-05	0	2.6646e-05	4.65932e-07	0	9.94863e-05	3.82917e-05	2.51604e-06	1.80433e-05	5.6928e-05	0	4.87971e-06	1.25229e-06	4.76246e-05	3.0604e-05	2.02454e-06	4.88624e-06	4.33064e-05	0	1.89227e-06	2.05279e-06	5.16033e-07	1.99694e-05	2.97882e-06	1.15378e-05	6.70174e-06	2.72881e-06	0
PWY-7399: methylphosphonate degradation II	0	0	0	6.7777e-07	0	0	0	0	2.07789e-07	0	0	5.99107e-06	0	0	0	0	1.42934e-06	1.98552e-06	0	0	2.08882e-07	1.73547e-06	0	0	0	0	0	0	2.64427e-07	0	2.34389e-06	0	2.76209e-07	0	0	5.40888e-06	0	3.06536e-06	0	0	0	0	5.38984e-06	0	0	0	0	1.13801e-06	0	4.75522e-06	0	0	8.73443e-07	0	8.0812e-07	0	1.07194e-06	0	8.50175e-07	5.9812e-07	3.7517e-07	1.07239e-06	4.62471e-07	0	0	0	5.9447e-07	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0	0	0.000457279	0.000428371	0.000257831	0.000349271	7.96417e-05	0	0.000396577	1.15193e-06	8.06054e-05	0.000263645	0.000582658	0.000376879	0	0.000189494	0.000392913	0.000203075	0.00081247	0.000954455	0.000142212	0.000633544	0.000984439	0.000346894	0.000564092	0.000189929	0.000505466	0.000253984	0.000135933	0.00027011	0.000545515	0.000162053	3.93857e-05	7.96311e-05	6.77043e-05	0.00046366	0.000194442	0.000496676	7.54773e-05	0	0	1.22489e-05	0.000495559	0.000335632	0.000208508	0.000353279	0.000293067	0.000432472	0.00039726	0.000324444	0.000118084	4.7412e-06	0.0003877	0.00038694	0.000298215	0.000541128	0.000441377	0.000506234	0.000315286	0.000326632	0.00035075	0.000377916	0.000315439	0.0001753	0.000347397	0.000308618	0.000363958	0.000101565
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0	0	5.06087e-05	3.70138e-05	6.40291e-05	0	8.46875e-08	0	1.47191e-05	0	0	3.33688e-05	1.14682e-05	2.77018e-05	0	0.000156593	3.37465e-05	1.14154e-06	2.25848e-05	3.7648e-06	0	3.49228e-06	1.26707e-05	1.70529e-05	1.0125e-06	0.000207281	4.89506e-05	0.000194391	3.15753e-07	0	4.02869e-06	0	7.04027e-08	0	0	1.15809e-05	0	6.08663e-06	3.96552e-05	0	3.22919e-05	0	1.27479e-05	0	0.000227261	1.73803e-05	4.61257e-05	1.82784e-05	5.4946e-06	5.62108e-05	0	1.83561e-07	9.98677e-08	1.53841e-06	2.54109e-07	8.16392e-07	1.41397e-06	1.46571e-06	3.79912e-07	8.89799e-07	0	6.37904e-07	0	0	2.83692e-07	7.08507e-07	2.54854e-07	0
PWY-7411: superpathway of phosphatidate biosynthesis (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62647e-05	0	0	0	0	0	1.74896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7420: monoacylglycerol metabolism (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33841e-06	0	0	0	0	0	5.95005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7431: aromatic biogenic amine degradation (bacteria)	0	0	0	0	4.31452e-07	0	0	0	0	0	0	0	0	9.51467e-08	0	0	9.34453e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57855e-07	0	0	0	3.475e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoglycolysis	0	0	4.24936e-05	3.30445e-05	0.000292972	1.90729e-05	0	0	1.06375e-05	0	0	0.000111327	3.69488e-06	2.25777e-05	0	0.000112568	7.728e-06	1.4789e-06	2.17371e-05	1.62149e-05	7.53552e-08	1.97076e-06	1.90023e-06	1.10143e-05	1.50028e-06	0.00020709	4.13477e-05	0.000148122	3.08292e-07	0	4.83031e-06	0	0	0	0	2.66195e-06	0	5.48105e-06	2.5546e-05	0	0	0	1.06329e-05	0	0.000199336	1.08835e-05	1.37381e-05	1.44244e-05	4.15956e-06	3.629e-05	0	2.79137e-07	6.53974e-07	1.52848e-06	1.3439e-07	7.67614e-07	9.70799e-07	1.83288e-06	4.65798e-07	5.10812e-07	0	3.49457e-07	0	0	7.9461e-07	1.10297e-06	5.778e-07	0
PWY-7456: mannan degradation	0	0	0	0	0	1.30025e-05	0	0	8.00228e-05	0	0	0	5.26794e-05	0	0	0	0	9.07566e-06	0	0	2.78616e-05	1.4651e-05	0	0	1.34673e-05	0	1.33508e-06	0	0	1.62474e-06	4.09592e-06	0	0	0	0	0	4.53214e-05	0	0	0	0	0	0	0	0	0	0	6.76497e-06	7.87534e-05	2.09815e-06	0	0	0	0.000171799	0.000100271	7.5176e-05	4.4088e-05	0.00016999	2.66264e-05	2.11506e-05	2.08991e-05	1.66036e-05	7.13597e-05	0.000140409	0.000103744	9.59385e-05	0	9.55557e-05
PWY-7527: L-methionine salvage cycle III	0	0	0	0	0	2.42863e-06	0	0	0	0	2.54895e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7335e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65503e-06	0	0	1.53409e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9872e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02325e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1.21781e-06	0	8.72408e-05	5.96747e-05	0.000167949	0.000110195	2.88711e-06	6.27981e-06	4.53002e-05	0	1.29524e-05	0.000118495	4.466e-05	4.28102e-05	0	0.000128735	1.316e-05	2.3003e-05	4.98334e-05	2.43029e-05	8.3435e-05	1.21573e-05	1.94182e-05	3.22807e-06	1.99929e-05	5.63556e-05	6.47852e-05	6.71027e-05	2.32583e-06	4.78225e-05	1.87936e-05	7.35075e-07	4.26312e-05	0	2.6913e-05	3.32401e-05	2.80292e-05	2.01696e-05	2.76144e-05	0	1.06426e-05	0	2.40637e-05	1.55462e-07	0.000174823	2.35519e-05	4.72931e-05	7.06636e-05	5.81594e-05	4.80018e-05	8.07529e-05	4.6619e-07	4.05096e-05	3.19918e-05	1.70725e-05	9.60375e-06	3.20547e-05	2.76971e-05	4.9503e-05	5.00755e-05	4.99048e-05	5.18054e-05	3.67773e-05	3.91791e-05	5.15876e-05	4.26128e-05	7.3631e-06	2.10361e-05
PWY-7546: diphthamide biosynthesis (eukaryotes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18975e-06	0	0	0	0	0	5.43613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	1.902e-06	0	0.000228536	0.000150886	2.27484e-05	0.000232263	0.00030871	0.000343896	0.000319913	0.000192402	2.69179e-06	8.48278e-05	0.000350814	0.000138911	0	0.000193134	0.00016031	7.587e-05	0.000139648	0.000150084	2.92758e-05	6.01377e-05	8.96765e-05	0.000297219	5.03974e-05	9.31259e-06	0.000124172	6.37243e-05	2.14899e-05	9.92353e-05	0.000407989	0.000129038	4.37883e-05	4.8557e-06	2.70879e-05	0.000105976	4.28692e-05	3.91648e-05	8.76385e-05	0	2.88354e-05	4.33097e-06	8.27333e-05	0.00014365	5.09543e-06	0.000248047	0.000216141	0.000149776	0.000213005	0.000126961	9.71987e-06	1.18725e-05	2.858e-05	0.000206365	9.74228e-05	6.89225e-05	7.52292e-05	0.000198333	4.88325e-05	4.83959e-05	5.84862e-05	4.18731e-05	5.23226e-05	8.0248e-05	0.000102859	0.00011626	0.000174731	2.03941e-05
PWY-7592: arachidonate biosynthesis III (metazoa)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95033e-06	0	0	0	0	0	4.59582e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7619: juniperonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08467e-05	0	0	0	0	0	6.85922e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	1.59658e-05	0	6.26246e-05	0.000198896	0.000194198	0.00021094	1.40283e-05	0.000124559	0.000250531	0.000376212	0.00041744	0.000230614	0.000289416	0.000216066	8.93821e-05	0.000195269	0.000213687	0.000311153	9.83529e-05	0.000158401	9.32057e-05	0.000126628	0.000115373	0.000321963	0.00016477	0.000178567	7.47217e-05	0.000163523	0.000119937	0.000190327	0.000377765	0.00038205	0.000243323	8.67014e-05	5.61507e-05	0.000179594	0.000167184	0.000242846	0.000171781	6.87072e-05	6.95171e-05	2.14316e-05	0.000198797	0.000184214	0.000178642	0.000132192	5.35513e-05	0.000275416	0.000273926	0.000190269	0	0.000316727	0.000184631	0.000393426	0.000134543	8.35627e-05	0.000177313	0.000405166	0.000164327	0.000167285	0.000209743	0.000204441	0.000185377	0.000393609	0.000342576	0.000440462	0.000101324	0.000375015
PWY-7664: oleate biosynthesis IV (anaerobic)	1.52817e-05	0	5.64964e-05	6.63604e-05	0.000143945	0.000132911	3.67739e-06	0	0.00020494	0.000303653	0.000416662	0.000156795	6.5812e-05	7.79974e-05	8.85179e-05	0.000130745	5.92038e-05	1.37836e-05	4.88942e-05	3.84996e-05	1.1659e-06	2.1928e-05	2.60127e-05	0.000120832	1.47707e-05	0.00014389	7.05122e-05	0.000149821	9.2248e-05	8.72315e-06	2.35402e-05	6.72124e-06	0	5.30956e-05	4.60155e-05	2.69268e-05	1.27824e-05	1.56808e-05	0.00017086	5.02406e-05	7.19171e-05	4.20252e-06	2.73251e-05	4.89143e-05	0.000145587	6.05663e-05	4.93678e-05	0.000185301	8.56807e-05	0.000147315	0	0.000300624	8.99163e-06	1.49524e-05	2.98969e-05	9.83635e-06	1.02441e-05	1.47774e-05	1.24844e-05	1.33535e-05	7.90216e-06	5.862e-06	2.71079e-05	2.04327e-06	1.18677e-05	8.97093e-06	3.39503e-06	2.73919e-06
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0	0	1.24641e-05	0	1.18918e-05	5.62589e-05	2.60213e-07	0	5.24768e-05	0	1.26322e-06	2.1612e-06	3.14802e-05	2.39321e-06	0	1.18922e-06	2.06539e-05	7.86017e-06	1.74806e-05	1.59539e-06	7.65025e-07	1.13863e-05	4.24919e-06	2.75592e-06	9.98419e-06	1.1807e-05	6.88444e-06	1.52898e-05	6.4202e-06	1.23753e-06	2.07552e-05	1.37273e-06	0	2.34623e-06	0	1.76718e-05	7.58421e-06	1.18339e-05	7.29867e-06	0	2.06929e-05	0	1.25461e-05	1.14332e-05	5.98752e-07	2.14997e-05	3.02282e-05	7.55303e-05	2.70423e-05	1.27007e-05	0	5.25707e-06	2.04883e-05	1.50776e-05	1.45863e-05	6.53613e-06	6.79905e-06	1.35912e-05	2.36558e-05	2.31224e-05	1.05011e-05	5.55914e-06	7.99647e-06	3.68544e-07	7.79278e-06	1.3437e-05	2.63812e-05	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	3.06087e-05	0	0.000200102	0.000176414	0.000182728	0.000401824	0.000271866	1.73703e-05	0.000186401	0.000223921	8.5045e-05	0.000213968	0.000248996	0.000115939	9.68953e-06	0.000204057	0.000201085	0.000220299	0.000330784	0.000382445	0.000125058	0.000331708	0.00038316	0.000306223	0.000353761	0.000136067	0.000140059	0.000168991	0.000171843	0.000210838	0.000353049	0.000125951	0.000218531	0.000445567	0	0.000227565	0.000281877	0.000212881	0.000143953	0	6.14627e-05	4.18731e-05	0.000224894	0.000468948	0.000204924	0.000125756	0.00013077	0.000338915	0.000248295	0.000127284	0.000146526	8.03753e-05	0.000241652	0.000212124	0.000255282	0.00030306	0.000276464	0.000203633	0.000262423	0.000267062	0.000273297	0.000282814	0.000271389	0.000152486	0.000202351	0.000175547	0.000176134	0.000203381
PWY-922: mevalonate pathway I	4.261e-06	0	4.65436e-06	0	5.81236e-06	3.10354e-05	4.04125e-06	0	1.77421e-05	0	0	5.44204e-07	5.04326e-05	0	0	0	6.48439e-07	2.15691e-07	6.83175e-06	0	4.30351e-07	1.40903e-06	0	0	1.55976e-06	0	1.66419e-06	7.97671e-07	0	2.96209e-07	6.68222e-05	7.301e-07	0	2.24195e-05	0	3.22677e-07	9.31048e-07	1.68273e-06	8.68097e-06	0	1.0416e-05	0	1.73403e-07	3.90122e-06	3.09757e-07	1.87457e-05	1.67852e-05	8.17773e-06	8.53403e-06	4.00042e-06	0	0	5.01339e-07	7.59106e-06	1.29706e-06	1.19293e-06	1.70089e-06	6.26409e-06	8.12415e-07	4.19064e-07	1.62012e-06	1.61003e-06	2.15964e-07	8.78963e-07	0	7.63989e-07	1.73251e-05	4.31432e-07
PWY0-1061: superpathway of L-alanine biosynthesis	0.000448222	0	8.77652e-05	9.7282e-05	0.000284283	0.000169322	0.000137384	3.91654e-06	0.000137605	0.000244772	0.000154897	0.000142803	0.000147236	7.14306e-05	0.000483934	0.000288925	9.05774e-05	1.41485e-05	0.000115358	7.47934e-05	8.55757e-06	2.0623e-05	4.85194e-05	9.33825e-05	2.50257e-05	0.000225449	0.00016134	0.000234817	0.000132153	2.95367e-06	0.000141019	4.12214e-06	6.33432e-06	2.16998e-06	0.000647029	4.13273e-05	9.92498e-06	3.23825e-05	0.000136034	0	0.00105363	0	4.61781e-05	0.000100745	0.000294458	6.44488e-05	0.000219231	0.000148566	8.68872e-05	0.000156448	6.79906e-05	0.00029124	9.43172e-06	2.13183e-05	1.31967e-05	2.16091e-05	1.92426e-05	2.44993e-05	1.00139e-05	1.44509e-05	9.0003e-06	1.36947e-05	9.65946e-06	8.33637e-06	5.56191e-06	5.91037e-06	4.18587e-05	5.34161e-06
